date,AQI
2015-01-01,127.0614926219423
2015-02-01,127.0614926219423
2015-03-01,127.0614926219423
2015-04-01,127.0614926219423
2015-05-01,127.0614926219423
2015-06-01,127.0614926219423
2015-07-01,127.0614926219423
2015-08-01,127.0614926219423
2015-09-01,127.0614926219423
2015-10-01,127.0614926219423
2015-11-01,127.0614926219423
2015-12-01,127.0614926219423
2016-01-01,127.0614926219423
2016-02-01,127.0614926219423
2016-03-01,127.0614926219423
2016-04-01,127.0614926219423
2016-05-01,127.0614926219423
2016-06-01,127.0614926219423
2016-07-01,119.13458817420653
2016-08-01,88.87096774193549
2016-09-01,97.83090543259557
2016-10-01,118.68767443369897
2016-11-01,115.1
2016-12-01,118.66011553190108
2017-01-01,139.5483870967742
2017-02-01,174.14285714285714
2017-03-01,126.52873369247745
2017-04-01,153.50905432595573
2017-05-01,166.4635814889336
2017-06-01,166.4635814889336
2017-07-01,166.4635814889336
2017-08-01,166.4635814889336
2017-09-01,166.4635814889336
2017-10-01,164.83572402154866
2017-11-01,110.3
2017-12-01,175.03225806451613
2018-01-01,216.18884922437854
2018-02-01,151.39285714285714
2018-03-01,115.90322580645162
2018-04-01,78.28211938296445
2018-05-01,87.07712078925164
2018-06-01,115.22604963112006
2018-07-01,93.91818004803011
2018-08-01,117.16684623872267
2018-09-01,104.73333333333333
2018-10-01,141.61290322580646
2018-11-01,136.0878604963112
2018-12-01,172.07477120789252
2019-01-01,263.1290322580645
2019-02-01,153.31882724920953
2019-03-01,95.40205101577205
2019-04-01,95.28211938296445
2019-05-01,125.30527682222366
2019-06-01,104.23333333333333
2019-07-01,101.20615304731615
2019-08-01,103.76949438566886
2019-09-01,98.02604963112006
2019-10-01,104.86626857921725
2019-11-01,152.11545271629777
2019-12-01,119.43430908028817
2020-01-01,125.85366391899785
2020-02-01,100.11943384444598
2020-03-01,87.72463166093334
2020-04-01,61.79757209926224
2020-05-01,64.90322580645162
2020-06-01,82.2
2020-07-01,50.0
