date,AQI
2015-01-01,161.27069885300935
2015-02-01,166.4635814889336
2015-03-01,164.9647562796132
2015-04-01,144.2284775318578
2015-05-01,133.38709677419354
2015-06-01,155.53333333333333
2015-07-01,78.48387096774194
2015-08-01,132.93548387096774
2015-09-01,170.1
2015-10-01,217.06451612903226
2015-11-01,139.16666666666666
2015-12-01,124.74193548387096
2016-01-01,170.5483870967742
2016-02-01,148.44827586206895
2016-03-01,118.3225806451613
2016-04-01,112.24878604963111
2016-05-01,104.48387096774194
2016-06-01,139.03333333333333
2016-07-01,156.2258064516129
2016-08-01,151.1228402674109
2016-09-01,94.74150234741784
2016-10-01,98.32023106380217
2016-11-01,125.16666666666667
2016-12-01,112.45161290322581
2017-01-01,149.41935483870967
2017-02-01,151.30227076746192
2017-03-01,135.0
2017-04-01,148.16666666666666
2017-05-01,113.19354838709677
2017-06-01,74.13333333333334
2017-07-01,61.58064516129032
2017-08-01,64.41935483870968
2017-09-01,68.8
2017-10-01,132.60585448172907
2017-11-01,120.36666666666666
2017-12-01,143.74193548387098
2018-01-01,143.09677419354838
2018-02-01,112.35714285714286
2018-03-01,113.06451612903226
2018-04-01,96.26666666666667
2018-05-01,98.74193548387096
2018-06-01,65.6
2018-07-01,54.25806451612903
2018-08-01,54.096774193548384
2018-09-01,79.03333333333333
2018-10-01,110.06451612903226
2018-11-01,110.96666666666667
2018-12-01,133.32258064516128
2019-01-01,133.29032258064515
2019-02-01,113.25
2019-03-01,106.16129032258064
2019-04-01,94.8
2019-05-01,113.41935483870968
2019-06-01,64.66666666666667
2019-07-01,48.096774193548384
2019-08-01,57.25806451612903
2019-09-01,49.96666666666667
2019-10-01,78.51612903225806
2019-11-01,137.96666666666667
2019-12-01,131.32258064516128
2020-01-01,104.54838709677419
2020-02-01,94.96551724137932
2020-03-01,78.74193548387096
2020-04-01,65.0
2020-05-01,79.35483870967742
2020-06-01,47.06666666666667
2020-07-01,48.0
